,nickname,text,score,like,dislike,time,watch_movie
19,조운(no1w****),댓글처음써봅니다.요새멜로영화 몰아서 보는중인데 감히 최고라 말합니다.정우성이야 원래 최고지만 손예진 연기도 정말 굿인 영화입니다.손예진 잠시 기억돌아왔을때 편지쓴거 정우성이 읽을때 줄줄줄,10,180,17,2013-10-06 03:30:00,0
20,plug****,손예진 너무 사랑스럽다. ㅠㅠ,9,164,21,2013-10-18 06:18:00,0
21,두토막(shai****),최고입니다 진정 이런영화가 또나올까,10,147,12,2013-10-16 18:17:00,0
22,eorw****,말이필요할까...내사람이 저렇게 아프다면 내기억을 조금씩 잃고있다면..난 저렇게 아낌없이 주기만 하는 사랑을 할수있을까 보면서 여러생각을 깨닫게 해주고 자신의소중한 사람을 다시 되돌아 보게해주는 아름다운 영화,10,133,8,2014-02-03 15:53:00,0
23,토토레스(boo6****),14년 후 겨울..나는 그들의 콜라가 700원에서 1400원이 되었음에 눈물흘렸다..,10,120,8,2018-01-12 04:35:00,0
24,모자크(qkrt****),지금 EBS에서 이거보는사람... 2019년 3월 17일 저녁 11시35분,10,104,2,2019-03-17 23:37:00,0
25,오수영(call****),손예진이 너무 좋다...영화도 너무 슬프고 여운이많이 남어ㅠ,10,115,20,2013-12-29 12:24:00,0
26,cast****,요새 영화들은 슬픈걸억지로 짜내는데 이건 정말 슬프고 감동적이뉴ㅠㅠㅠㅠ 정말 명작입니당,10,88,12,2013-08-17 02:48:00,0
27,메뚝신(slzl****),하ㅠㅠㅠ진짜 제가 제일 좋아하는 영화입니다ㅠㅠㅠ정우성 별로 안좋아하던 배우엿는데 이거 보고 홀딱반햇다는ㅜㅜ진짜 열번이고봐도 안질릴 영화입니다!!,10,86,12,2014-02-04 18:51:00,0
28,Ru2s(wlgm****),첨에볼땐 그저그랬는데 다시보니 왜케 슬픈지...손예진 진짜 예쁘고 정우성 완전 멋있다...저런게 사랑이지...,10,91,18,2013-07-05 21:23:00,0
29,찰리(skss****),이걸 이제서야 보다니..,10,75,8,2014-01-02 06:12:00,0
30,클래식빙고(thwj****),이영화 열번도 넘게봤는데 볼때마다 항상 최고였네요. 안보신분들 꼭보세요!,10,65,7,2013-05-04 23:08:00,0
31,고고씽얌(blue****),스토리는 뻔하지만 정우성과 손예진 연기가 너무 아름다웠던,9,55,3,2017-11-12 12:35:00,관람객
32,sol3****,이걸 26살 중요한 시험앞둔시점에 보게될줄은 꿈에도 몰랐네요..전 지금... 손예진씨때문에 상사병이 찾아온것같아요... 몇번이고 후회하네요...조금만 참고 멋진 연애를 할때쯤 이영화를 볼껄하고,10,68,16,2014-02-09 02:30:00,0
33,없어(rudd****),진짜 이건 만점영화다 영화보고 그렇게운건 난생처음 비주얼최강커플에 너무 슬픈 스토리 다완벽했다,10,56,6,2013-12-23 22:28:00,0
34,jck8****,아래 왠 미친인간이 노트북에서 차용한 부분이 보인다하는데이 영화가 노트북보다 먼저 나온 영화입니다 외국에서도 리메이크나 표절많이 한 작품입니다 그노무 문화사대주의란..,10,51,7,2012-12-06 10:48:00,0
35,YOUN(belm****),그때의 손예진 그때의 정우성,7,48,7,2017-11-16 22:41:00,관람객
36,최원진(game****),내인생 가장 슬픈데 재미있고 영상미에 음악까지 절묘한 최고의 영화....,10,47,7,2017-11-09 08:30:00,관람객
37,국태지(psyc****),"정우성의 ""이거 마시면 우리 사귀는 거다""는 전설이다",9,40,2,2018-06-16 09:43:00,0
38,dgdjjdi(gpfu****),내가본것중 가장 슬픈영화,10,44,6,2013-10-11 17:46:00,0
39,babo****,미친듯이 울고왔다...,10,36,0,2018-04-30 22:32:00,관람객
40,새벽빛(seal****),"23살 손예진.. 그 나이에 이런 연기, 청순함을 가진 배우가 몇이나 있을까... 내용 다 알고 보는데도 나오는 눈물은 막을 수가 없구나.",10,37,4,2019-03-04 23:29:00,0
41,꼬맹(hwan****),지금 개봉했더라면 500만은 훌쩍 넘고도 남았을 영화.,10,31,1,2019-03-18 01:16:00,0
42,asda****,나도이런사랑을하고싶다,10,35,5,2013-02-11 00:03:00,0
43,이은지(eunj****),봐도봐도 좋고 눈물나는 영화 티비로만 보다 영화관에서 볼수 있어서 의미있었다,10,32,4,2017-11-09 10:22:00,관람객
44,앵겨(hhj5****),진정한 사랑에 대해서 다시 한번 생각하게 되는영화다.물질적인 풍요로움보다 서로가 함께한다는 자체만으로도 힘이되고 가치있는 한마디가 더 큰 의미가 있단걸 경각하게 해준다볼때마다 눈물이 나네,10,34,6,2013-10-23 20:20:00,0
45,hbk2****,대한민국 최고 멜로...,10,34,7,2014-09-13 20:49:00,0
46,때마리(flar****),오래전 영화 인데 지금 다시 봐도 너무 아련하다. 명작 멜로 영화. 두 배우의 연기가 빛을 발한 영화.,10,37,10,2013-03-02 23:03:00,0
47,렛미(youn****),갓예진ㅠㅠ울때마다 맴찢ㅜㅜㅜㅜ,8,30,4,2017-11-07 23:47:00,관람객
48,이수정(dltn****),그냥굳임 ㅜㅜㅜㅜㅜㅜㅜㅜㅜ엉엉소리내면서 울음 그냥 쩜 연기도 짱!,10,33,7,2013-06-27 13:51:00,0
49,moki****,너무 감동적이다. 후반부가 조금 더 길었으면 하는 아쉬움이 남는다..,10,30,5,2013-02-20 13:36:00,0
50,Thiohzin(mins****),솔직히 이 영화는 지금 개봉해도 초대박 난다 어케 이렇게 뻔한 소재로 이렇게 감동적인 영화를 ㅋㅋㅋ,10,32,7,2014-08-12 21:59:00,0
51,이쁜이(gog3****),눈물샘 완전 자극..하는 최고의 영화,10,24,0,2017-11-13 17:10:00,관람객
52,mradio919(take****),개봉당시 무슨일이 있었나? 15년전 영화.. 영상이며.. 음악이 압권인 작품.. 재개봉하면? 대박날듯..,10,25,1,2019-02-14 21:17:00,0
53,dd97****,사랑하는 사람에 대한 기억을 잊어가는 슬픈 상황속에서도 그걸 받아들이고 극복하려는 주인공들의 모습이 감동입니다,10,27,3,2017-11-08 19:15:00,관람객
54,미니별(dydq****),너무 슬픈 사랑이야기  이런  사랑이 있을까기억이 잊혀지면  그사람도 잊혀진다는걸...용서란 미움에게 방한칸만 내어주면 된다는 대사가 마음에 남는다..폭풍눈물....나도 그에겐 잊혀진 사람이 되겠지..,10,30,8,2014-01-16 11:41:00,0
55,도로미(witc****),손예진 정우성 두배우는 정말 최고인듯!!,10,23,2,2019-02-17 05:06:00,0
56,탱구강구(ekdw****),요새 감정이 메말라 눈물을 막 흘릴수있는 영화를 찾다가 보게되었다.수진이 다른남자의 이름을 부르며 사랑한다 하는 모습에서 참 눈물이 앞을 가리더군요.최고의 멜로영화,8,24,4,2013-07-19 04:38:00,0
57,gous(khh9****),최고의 영화요 가나다라마바사,10,25,5,2013-10-12 18:12:00,0
58,칸지(qkrq****),무슨 말이 필요할까 이영화에,10,24,6,2013-06-05 22:00:00,0
59,강원길(wigg****),최고의영화,10,25,7,2013-07-12 23:56:00,0
60,스탠리(sang****),ㅠㅠㅠ 정말 좋은 영화 !!!,10,27,9,2013-07-13 12:36:00,0
61,물의 나라(set7****),감동이네..난 영화 처음봤는데..와..정우성 연기잘하네..손예진도 잘하고..영화잘만들었네..ㅎ,10,18,1,2019-03-18 01:03:00,0
62,PURPLE78(jiyu****),몇십번을봐도 질리지않는....♥,10,27,10,2013-10-12 21:27:00,0
63,Coach(tkdb****),오늘 EBS 에서 해줘서 다시 보게 되었는데... 진짜 다시봐도.. 너무 슬프고.. 사랑스럽고.. 느끼는 점이 많은 영화입니다.. 정말 재개봉 했으면 좋겠습니다.. 영화관에서 다시 보고 싶어요.. 안보신분들 무조껀 ...,10,17,1,2019-03-18 00:53:00,0
64,위르겐 힌츠페터(muni****),정말 최고의 로맨스 명작이라고 생각함.마지막 정우성의 사랑해 목소리는 와... 이제껏 들은 그 어느 배우의 사랑해보다 진하게 남는다.그 3마디 대사로 정우성이란 배우 연기력이 다 들어간듯.손예진도 마찬가지,10,18,2,2018-10-25 19:36:00,0
65,이니(jaln****),아니 손예진 진짜 미친거 아냐 왜케 이뻐..,10,16,1,2019-04-04 04:05:00,0
66,Diversity(libp****),명작! 지금 또 봐도 눈물을 흘리게 하는구나. 리즈 시절의 손예진 너무 이쁨. 상황에 매치되어 처연할정도...,10,18,3,2019-02-16 13:26:00,0
67,js_s****,웰메이드 영화입니다. 지금 개봉해도 손색없을 정도로^^,10,15,1,2019-03-18 00:53:00,0
68,김지현(kym6****),극장에서 기획전으로 상영하였는데 다시봐도 눈물바다되네요,10,15,1,2017-11-26 19:08:00,관람객
69,돌고래(happ****),나 여잔데 손예진 보면서 이 여자 먹여살리고 싶다 생각함...ㅠㅠㅠ,9,26,12,2015-12-19 22:50:00,0
70,미우(dung****),진짜 대단하다..이제본걸후회할정도록 재밋다 ㅜㅜ,10,27,13,2013-06-28 00:21:00,0
71,Y2K032(kimj****),손예진 이거보면 연기.외모되는 몇안돼는여배우임을느낌.정우성김태희랑  중천때는쌍으로발연기 같더만 손예진이랑 붙으니 이렇게케미가 좋으니 연기도 잘해보여. .,10,13,0,2018-05-02 21:19:00,0
72,데이지(chi5****),한국영화중에 이게 탑이다,10,14,1,2019-03-18 00:52:00,0
73,대호mommy(wood****),여기가 천국인가요... ㅠㅠ,10,14,1,2019-03-18 00:50:00,0
74,good****,"중간에 기억돌아와서 ""사랑하는철수씨"" 하면서 편지 쓸때 캬...",5,14,1,2017-06-02 20:55:00,0
75,궁금이(yado****),아 너무 슬프다...손예진 존예 ㅠㅠ 정우성 존멋 ㅠㅠ,10,15,2,2019-02-14 23:04:00,0
76,계피(bnen****),이비에스 짱 .. ㅠ 이런 좋은걸 보여주다니 초반에 철수와 수진의 사랑스러운 장면들이 너무너무너무너무 가슴뛰고 좋았다 ㅠ!!그래서 후반에 수진의 모습이 더욱 슬펐던 ..,10,22,9,2014-09-15 23:02:00,0
77,AlenSiA(wjdg****),내생에 탑3 에드는 명작 정말슬프다,10,22,9,2014-06-19 23:20:00,0
78,이슈(vand****),10년전 손예진 보소.. 손예진 외모만으로 명품 영화,10,14,2,2014-05-20 00:11:00,0
79,천명(sueb****),정우성이 조온나 잘생겼고 손예진이 조온나 예쁜 영화,6,15,3,2019-02-15 23:04:00,0
80,cwhk****,그냥 진짜 부부같다 진짜 사랑하는 사이같아빠져들고 공감하고 같이 슬퍼하게 된다관객들을 동화시키는 영화가 명화다,10,15,3,2018-10-17 06:59:00,0
81,mast****,인생영화 입니다 인생유일 평점준 영화입니다 안보신분은 꼭 보세요 어제본게 열번째는된거 같은데 손예진 편지장면 정말 가슴 먹먹합니다 음악도 영상도 배우도 모든게 최고…이런영화 다시 만들어주세요 죽기전에 한번더 느껴보...,10,20,8,2016-10-31 08:01:00,0
82,YoonA(youn****),너무 울어서 머리가 아프다. 이런 게 진짜구나....,10,21,9,2014-09-30 03:56:00,0
83,리즈(adam****),손예진 연기력... ㄷ ㄷ,10,11,0,2018-04-18 07:48:00,0
84,perf****,하 야구치는곳에서 손예진이 헤어지자할때 눈물쏟았다 너무 아름다운 사랑인듯,10,11,0,2014-08-10 13:03:00,0
85,유자니(je34****),손예진씨 매력이 어디까지입니까 23살의 연기력이라고 믿겨지지 않아요정말 존재가 고품격 그자체시네요존경합니다,10,12,1,2020-03-04 03:06:00,0
86,345254214(4lea****),손예진 진짜 예쁘네 ㅜ ㅜ,10,12,1,2019-03-17 23:18:00,0
87,윤여혁멍청이(ivy1****),너무 사랑스럽고 아련한 첫사랑 같은 영화 입니다.,10,12,1,2018-03-05 00:30:00,0
88,EnHHarmony(zoie****),손예진은 정말 멜로 영화에 별이다.,10,12,1,2017-09-08 17:22:00,0
89,소현(so84****),최고영화입니다.모든장면이 다 최고입니다..,10,13,2,2018-08-21 23:16:00,0
90,namb****,내 인생 최고의 영화 손예진이 잠깐 기억찾아서 편지 쓰는 장면은 정말.. 최고의 장면이 아닐까,10,13,2,2017-06-13 11:37:00,0
91,브루니아(sbqh****),최고의 영화다 대한민국 멜로의 교본이라고 볼 수 있는 작품 ...두 배우의 비주얼과 연기력 모든게 정말 최고...2004년작이지만 지금봐도 너무 멋진 영화,10,16,5,2013-10-05 00:09:00,0
92,타란티노(jjda****),"손예진이 진짜 이뻤고, 지금도 이쁘지만. 정우성은 연기 참 잘했네 그때도",7,19,8,2014-03-18 00:56:00,0
93,동주(blue****),꼭 해주고 싶은 말이 있습니다 그 말을 못해주면 제인생은 아무 의미가 없습니다 사랑해,10,10,0,2017-11-16 06:36:00,0
94,예붕(rnjs****),정말 영화 보면서 눈물 나온건 이 영화가 처음이다. 20살이 아직 뭘알겠냐만은 그동안은  '남자가 뭐 영화보면서 우냐' 했는데 이 작품보면서 그냥 눈물이 슥 흘렀다. 평생 기억에 남을 영화,10,10,0,2016-08-02 20:42:00,0
95,양강칠(mari****),그냥 눈물자판기다 군대갈때도안울었는데또다시보고 오늘도울었다.,10,10,0,2015-12-26 07:42:00,0
96,냠냠(euns****),EBS서 하는거 보고 4번째 보는건데도 눈이 튀어나오도록 울었다...정우성 손예진 연기 정말 레전드다!!!!,10,11,1,2019-03-18 00:54:00,0
97,서울리엔느(amel****),ㅠㅠ 천국같은 영화에요 ㅜㅜ,10,12,2,2019-03-18 00:51:00,0
98,뽀야(smil****),"손예진진짜너무예쁘다ㅜㅜ여잔데도 정우성 안보이고 손예진만보였다,,.사랑스럽ㅜㅜㅜ",9,15,5,2018-09-07 00:05:00,0
99,bisa****,2016년 청룡영화제 초대가수 마마무가 '정우성 이거원샷하면나랑사귀는거다'라고 말하는거보고 궁금해서보러왔는데 하..이걸 이제보게되네요.그당시에는 질질짜는영화라 안봤는데 오늘 눈물펑펑흘리며 봤습니다. 사...,10,19,9,2016-11-27 00:00:00,0
100,towe****,보지않았으면 말을 말아야하는..,10,19,9,2014-09-02 22:58:00,0
101,taeyeonlove(mins****),지금이야 유치하고 조금 뻔한스토리 이겠지만 그 시절의 순수한 사랑이야기를 알려주는 영화  손예진은 지금이나 예나 미모의 변화가 없을정도로 여전히 이쁘다...,10,9,0,2018-05-27 19:44:00,0
102,라모스마드리드(eix1****),제가 24년을 살면서 영화보고 운적이없는대 처음으로 눈물이 흐르더라구요,10,9,0,2017-07-06 21:28:00,0
103,소(tfg7****),감사합니다 이런영화를 볼수있게해주셔서...,10,9,0,2016-07-21 14:04:00,0
104,구른다(dkst****),오늘 처음봤는데 내가 이렇게 울수있는가 처음알았다,10,9,0,2016-04-02 09:00:00,0
105,이응(skyb****),인생영화네요. 이런 영화를 만들어 주셔서 감사합니다.,10,9,0,2016-01-15 11:46:00,0
106,조대희(ckh4****),몇번을 봤는지 모를. 볼때마다 생각이 많아지는 영화다 10점 이 아깝지 않다,10,10,1,2019-03-18 00:56:00,0
107,ju90****,로맨스 영화 중 최고에요 명작!!,10,10,1,2019-03-18 00:50:00,0
108,jym9****,"하,,,몇번을 봐도 또 눈물이 난다...진짜 멜로 중 가장 명작이다....둘의 조합은 진짜 완벽했어. 두고두고 또 꺼내볼래",10,10,1,2019-03-18 00:39:00,0
109,승희(hong****),너무 몰입해서 봤어요.. ㅎ 제가 결혼해서 저런병이오면 남편이 얼마나 슬퍼할지도 상상되구 .. 최고의 영화입니다 ㅜㅜ 제가본 한국영화중에 제일 감동스럽고 애잔하네요 그와중에 정우성 왜이렇게 잘생겻지..,10,11,2,2017-08-03 17:05:00,0
110,흥분한부엉이(exci****),정우성 인생 연기라고 해도 과언이 아니고 손예진은 젊은 나이에 저 역할을 너무 잘 소화 했다.. 조미료 뿌린 것 같지 않아서 좋았고 되게 진한 여운이 남는다 편지 씬에서 나도 같이폭풍 오열... 수진아 철수야! 안녕...,10,12,3,2017-08-29 19:58:00,0
111,aatr****,9년전에 영화관에서 그당시여자친구랑 볼려고예매하고 못봣는데 9년이지나서야 지금 봣네 정말너무 슬프다,10,12,3,2014-01-11 03:03:00,0
112,ToSiRo(choo****),볼 때 마다 ... 눈물이 핑~ 돈다 ... 남자가 이런거 보고 울면 안됨? ㅠㅠ,9,12,3,2013-12-19 14:35:00,0
113,김규리(akzl****),편지읽을때 완전 감동했어요,10,15,6,2014-01-25 21:52:00,0
114,hnn(hnny****),남자로 태어나서 37살에 참 진짜..무슨 궁상인지..아 왜케 눈물이 나는지 나도 모르겠다..아후..내 인생 최고 영화다,10,8,0,2020-05-06 14:39:00,0
115,kk0k****,2020년1월5일 일요일38세 노총각CGV채널에서 이영화를 보고 질질 짜다 이렇게 댓글남깁니다,10,8,0,2020-01-05 16:46:00,0
116,으늉이(tbvj****),손예진 진짜이뿌고 정우성 진짜머싯다 보고또봐도 슬프고 몰입도 갑인듯..,10,8,0,2018-04-17 23:36:00,0
117,이소연(soyy****),손예진은 너무나도 예쁘다... 그리고 눈물이 주르륵...,10,8,0,2018-03-04 03:21:00,0
118,mugen(tjgu****),요즘 영화계에서 나오기 힘든 정석멜로영화,8,9,1,2018-09-20 16:06:00,0
119,이서진(seoj****),별 생각안하고 오랜만에 다시본 작품 눈물콧물...ㅠㅠ,8,9,1,2017-11-03 03:17:00,관람객
120,김 성주(rlat****),이거보고 휴우증 생겨서 공부가 안되ㅠㅠ 옛날노래 들으면 가슴이 뭉클해져요ㅠㅠ  손예진 짱,10,9,1,2013-10-04 23:13:00,0
121,김광규의머리빔(chj8****),일단 휴대폰으로 봤는데 손예진 미모가 영화 시작부터 작은 화면을 뚫고 나오길래 영화 장면 캡처하려는데 장면마다 전부 예뻐서 어느 장면을 찍어야 할지 몰라서 못 찍음 그리고 “이거 마시면 나랑 사귀는 거다...” 너무...,10,10,2,2020-03-12 03:29:00,0
122,인생예쁘게(tsso****),사람으로 태어나서 다른건 몰라도 다른건 다 갖지 못하고경험 하지 못한다해도 딱 하나 좋은 사람이 되어 좋은 사람을 만나 진심을 다하고 뛰어넘는 사랑은 해보고 싶다그렇게 평생 모든걸 주어도 아깝지 않은 사랑은 해보고 ...,10,10,2,2019-02-15 03:34:00,0
123,고성훈(bubs****),이영화를 13년이 지난 지금에서야 보게 되었네요. 슬픈 영화를 그리 즐겨보지도 않고 눈물이 없는 편인데 내머리속의 지우개는 10년전 우리들의 행복한시간 이후로 이렇게 흐느끼면서 울어본 영화는 처음이네요.다시 한번 내...,10,10,2,2017-09-17 03:39:00,0
124,쿨가이(bgy0****),사랑 기억 그리고 ...,10,10,2,2013-10-25 04:47:00,0
125,jini****,몇번을 보았고 항상 눈물을 흘린영화...,10,10,2,2013-05-29 00:45:00,0
126,dcs1****,여자한테는 울고싶을때 최고의  영화인듯! 손예진너무예쁨ㅠㅠ 연기도잘하고..,10,10,2,2012-12-03 04:02:00,0
127,jora****,오픈카 감성  정말 하 눈물,10,11,3,2019-03-09 11:17:00,0
128,큘(kyur****),"하....ㅠㅠ 어릴때는 그냥 진부한 내용이라 생각해서 별생각없이 보곤했는데. 다시 뵈니 마음이 죄어오는 영화,",10,12,4,2013-10-21 23:23:00,0
129,furi****,이건 재개봉해야할듯...,10,14,6,2016-10-05 00:35:00,0
130,박루은(lueu****),이쁜영화였습니다감사합니다!~,10,7,0,2019-03-18 01:01:00,0
131,스프로(meqa****),지금 다시 봐도 펑펑 울것같다ㅠㅠ 너무슬퍼사랑하는 사람에 기억을 잃어버린다는거 가슴이 너무 먹먹하다 ㅠㅠ,10,7,0,2019-03-18 00:36:00,0
132,stei****,기억이 사라지면 영혼도 사라지는 거야...,10,7,0,2019-03-18 00:20:00,0
133,우주상수(coli****),너무 슬퍼요...남자가 이렇게 눈물이 많아도 되나 ㅠ ㅠ ㅠ21살 먹고 한바탕 눈물 쏟았네..ㅠ ㅠ ㅠ ㅠ,10,7,0,2018-06-11 16:03:00,0
134,꾸년(dasu****),하 진짜 사랑 영화하면 제일 먼저 떠오름,10,7,0,2018-05-06 02:57:00,0
135,마사모델(masa****),오랫만에 혼자 다시 보게 되었는데..눈물이 너무 많이난다.. 정말 좋은 영화다.,10,7,0,2016-06-30 20:55:00,0
136,sonb****,사랑이뭔지알려주는영화♥,10,7,0,2012-11-27 22:30:00,0
137,pian****,2019년에봐도 촌스럽지않다..ㅠㅠ슬프다,10,8,1,2019-03-22 11:46:00,0
138,dk(rain****),5천번째 평점!!! 어째 봐도봐도 질리지 않네요5번정도 다시 본것같아요 아니 그이상일지도!!,10,8,1,2019-03-18 00:52:00,0
139,이 유정(zeze****),편지 읽는 속도감 ...호흡 대박 진짜 미쳤 눈에서 홍수가 우느라죽는줄 손예진 미모는 레알 소름이 끼칠정도 지금 배우들과는 급이다름 정말 ㅎ ㅎ보석...탑클래스 진ㅉ ㅏ 그녀 똥칠을해도 아름답겠,10,8,1,2019-03-18 00:45:00,0
140,jukeme(binu****),와이프랑 질질짜면서 봄,10,8,1,2019-02-14 22:59:00,0
141,허임(hyye****),지금봐도 그다지 촌스럽지 않다,7,8,1,2018-11-30 20:52:00,0
142,dus7(ekdu****),영화보고 이렇게 많이 운건 처음이에요 최고의멜로영화.,10,8,1,2017-09-24 05:25:00,0
143,futebol(hami****),나이를 먹어갈 때마다 보니 4번쯤인 것 같다.볼 때마다 가슴이 아려오는 최고 명작.,10,8,1,2017-09-09 02:54:00,0
144,컵피(zpdl****),우리나라영화인게 자랑스럽다 . 수십번을봐도 눈물이나온다 . 너무감사합니다. 이런 영화를 만들어주셔서 .,10,8,1,2016-01-28 05:58:00,0
145,ssan****,본인은 잘나가는 회사집안 잘나가는 딸인데 막노가다하는 볼품없는 정우성의 괴짜같기도하며 좀 단순해보이는 사람을 순수하게 좋아하는..그런여자의 연기를 너무너무잘함....,10,8,1,2015-09-11 18:32:00,0
146,김현곤(dkgn****),지금 옆에있는 사람이 제일소중하다는걸 느낀영화,10,9,2,2017-09-21 07:18:00,0
147,rntj****,1010101010101010,10,9,2,2017-07-03 20:19:00,0
148,고구라(myko****),새벽에 잠이 안와 무심코 보게 된 영화..지금 눈이 너무 부어서 잠들기가 무서울정도..ㅜ.ㅜ 쵝오~!,10,9,2,2013-10-14 03:00:00,0
149,김세영(tpdu****),ㅠㅠ내 인생 최고 영화 날 울린 유일한 영화,10,10,3,2017-10-15 02:30:00,0
150,홈런볼(ball****),감성영화.. 아름답네요..,10,10,3,2014-09-08 03:07:00,0
151,이제훈(dmsq****),옛날에 봤을때는 몰랐는데 지금 보면 참 괜찮은 영화 같아요 ost도 좋고ㅎ,9,10,3,2014-02-22 10:59:00,0
152,은이주(fjqm****),이런게 진정한 사랑이구나 싶음,10,11,4,2019-03-01 10:50:00,0
153,김민주(yul4****),이건 별점 10개도 모자란 영화,10,11,4,2019-03-01 04:11:00,0
154,virt****,마리 아플 정도로 울었다... 나도 이런 사랑할 수 있을까?,10,11,4,2013-11-18 00:30:00,0
155,ej53****,눈물 콧물 닦는다고 힘들었음 ㅠㅠ 이런거 안쓰는데 10점 꼭 주고싶어서 달아요ㅠㅠ,10,11,4,2013-11-06 16:27:00,0
156,글로리아(cha_****),너무 애절하고 슬프지만 훈훈한 사랑이야기였어요~~,10,11,4,2013-06-27 14:01:00,0
157,muha****,뻔한스토리...하지만 3번째 보는데도 눈물이나는 이유는 뭘까...,10,11,4,2013-02-23 02:15:00,0
158,정은경사랑해(ggvv****),진짜 내인생최고의 영화. 누가뭐래도 최고의 영화.,10,12,5,2014-10-04 02:35:00,0
159,toto****,"훌륭한 멜로 , 잘만든 수작. 개인적으로 제일 좋아하는 멜로영화",10,12,5,2014-08-29 00:34:00,0
160,dlgu****,오래전 영화를 이제서야 보다니 보길 잘 했다 진짜 최고였고 슬펐다ㅠㅠ,10,12,5,2013-06-13 05:34:00,0
161,꽃감(lcg1****),볼때마다 우는듯... 둘다 연기 짱짱이다,10,14,7,2014-09-04 20:22:00,0
162,Ed2767(edwa****),"개봉2004년...9년만에 제대로 보게된 영화. 이제서 보게되지만 배우들의 연기나당시 손예진, 정우성의 모습도 볼수있고 두연인의 가슴아픈 이야기는 보는 나도 눈에서 하염없이 눈물만 흐르게 만든 영화였어요....",10,20,13,2013-07-06 23:44:00,0
163,Highest(high****),정우성 편지읽을때 너무 슬펐어....,10,6,0,2019-11-09 23:43:00,0
164,김유진(yuji****),"진짜 희대의 명작이다 ,, 이걸 이제서야",10,6,0,2019-10-03 02:56:00,0
